FECHA,CODIGO_EMPRESA,CEDULA_ANONIMIZADA,UBICACION_ANONIMIZADA,CODIGO_LOCALIDAD,ID_ESTADO_CIVIL,ID_GENERO,FECHA_NACIMIENTO,EDAD,FECHA_INGRESO,FECHA_INICIO_CONTRATO,ID_CARGO,TIPO_CARGO,NIVEL_CARGO,CATEGORIA_CARGO,TIPO_AREA,ID_CENTRO_COSTO,TIPO_NOMINA,SUBSIDIO_TRANSPORTE,COMPENSACION_VARIABLE,PORCENT_COMP_VARIABLE,SALARIO,TOTAL_SALARIO,INDICADOR_VARIACION_SALARIO,VARIACION_SALARIO,SENAL_SINDICALIZADO,FECHA_FIN_CONTRATO,CAUSA_NOMBRE,TIPO_RETIRO,NUM_DIAS_LABORADOS,NUM_DIAS_CONTRATADOS,RETIRO
2019-08-31,21,606,2,1500,SOLTERO,F,1994-07-17,27,2019-03-20,2019-03-20,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,0,0,0,2019-09-19,FIN_CONTRATO,NO_APLICA,183,183,1
2019-08-31,21,1098,4,1504,SOLTERO,F,1998-05-17,23,2019-02-05,2019-02-05,83851,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110290,TERMINO_INDEFINIDO,1,0,0,1450000,1450000,1,668758,0,2019-09-20,RENUNCIA,NO_DESEADO,227,227,1
2019-08-31,21,722,4,1504,CASADO,F,1997-05-02,24,2016-11-01,2016-11-01,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,2019-09-24,DESPIDO,DESEADO,1057,1057,1
2020-08-31,41,917,9,1520,SOLTERO,M,1994-09-25,27,2020-04-21,2020-04-21,84211,ADMINISTRATIVO,5,11,ADMINISTRATIVO,220176,TERMINO_FIJO,1,0,0,2194649,2194649,1,1804028,0,2019-09-24,FIN_CONTRATO,NO_APLICA,188,188,0
2019-08-31,41,783,9,1520,CASADO,F,1989-05-06,32,2018-10-23,2018-10-23,84240,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,1,437495,0,2019-09-24,FIN_CONTRATO,NO_APLICA,336,336,1
2019-08-31,21,1880,18,1511,CASADO,M,1982-11-18,38,2017-07-17,2017-07-17,83893,ADMINISTRATIVO,5,12,ADMINISTRATIVO,210145,TERMINO_INDEFINIDO,1,0,0,2436800,2436800,1,195000,0,2019-09-25,RENUNCIA,NO_DESEADO,800,800,1
2019-08-31,21,472,5,1502,SOLTERO,F,1987-12-16,33,2018-04-17,2018-04-17,84022,ADMINISTRATIVO,3,16,ADMINISTRATIVO,310125,TERMINO_INDEFINIDO,1,0,0,7777500,7777500,1,277500,0,2019-09-30,RENUNCIA,NO_DESEADO,531,531,1
2019-08-31,21,354,4,1504,CASADO,M,1987-10-22,34,2013-06-21,2013-06-21,84289,ADMINISTRATIVO,3,16,ADMINISTRATIVO,110194,INTEGRAL,1,0,0,10812000,10812000,1,4759800,0,2019-09-30,RENUNCIA,NO_DESEADO,2292,2292,1
2019-08-31,21,949,4,1504,SOLTERO,F,1998-01-16,23,2019-04-01,2019-04-01,84049,APRENDICES,7,7,ADMINISTRATIVO,110194,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2019-09-30,FIN_CONTRATO,NO_APLICA,182,182,1
2019-08-31,21,349,4,1504,SOLTERO,F,1998-05-05,23,2019-04-01,2019-04-01,84049,APRENDICES,7,7,ADMINISTRATIVO,110194,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2019-09-30,FIN_CONTRATO,NO_APLICA,182,182,1
2020-08-31,21,127,4,1504,SOLTERO,M,1997-02-01,24,2019-10-16,2019-10-16,83799,OPERATIVO,6,9,OPERATIVO,220137,TERMINO_FIJO,1,0,0,1195100,1195100,1,366984,0,2019-09-30,FIN_CONTRATO,NO_APLICA,376,376,0
2019-08-31,41,1251,9,1520,CASADO,M,1957-05-17,64,1988-08-16,1988-08-16,84388,OPERATIVO,6,8,ADMINISTRATIVO,220174,TERMINO_INDEFINIDO,1,0,0,1817600,1817600,1,163700,0,2019-09-30,PENSIONADO,NO_APLICA,11367,11367,1
2020-12-31,21,1032,2,1500,SOLTERO,M,1991-02-22,30,2019-04-02,2019-04-02,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,0,0,0,2019-10-01,FIN_CONTRATO,NO_APLICA,182,182,1
2020-12-31,21,298,5,1502,SOLTERO,M,1988-11-09,32,2019-04-01,2019-04-01,84577,ADMINISTRATIVO,4,15,ADMINISTRATIVO,110413,TERMINO_INDEFINIDO,1,0,0,4500000,4500000,0,0,0,2019-10-04,RENUNCIA,NO_DESEADO,186,186,1
2020-12-31,21,518,4,1504,UNION_LIBRE,F,1997-12-12,23,2017-06-01,2017-06-01,84069,ADMINISTRATIVO,6,9,ADMINISTRATIVO,110109,TERMINO_INDEFINIDO,1,0,0,1500000,1500000,1,345000,0,2019-10-04,DESPIDO,DESEADO,855,855,1
2020-12-31,41,776,4,1523,UNION_LIBRE,F,1991-04-01,30,2017-04-05,2017-04-05,84321,ADMINISTRATIVO,4,15,ADMINISTRATIVO,110191,TERMINO_INDEFINIDO,1,0,0,6720000,6720000,1,945000,0,2019-10-09,RENUNCIA,NO_DESEADO,917,917,1
2020-12-31,41,2012,9,1520,UNION_LIBRE,M,1983-11-05,37,2018-10-23,2018-10-23,84147,OPERATIVO,6,9,ADMINISTRATIVO,220104,TERMINO_FIJO,1,0,0,1134500,1134500,1,52300,0,2019-10-10,DESPIDO,DESEADO,352,352,1
2020-12-31,21,1831,5,1502,CASADO,M,1982-08-13,39,2017-01-23,2017-01-23,83890,ADMINISTRATIVO,3,17,ADMINISTRATIVO,310129,INTEGRAL,1,0,0,14000000,14000000,1,3930200,0,2019-10-11,RENUNCIA,NO_DESEADO,991,991,1
2020-12-31,21,538,4,1504,SOLTERO,M,1987-09-25,34,2018-06-01,2018-06-01,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,88700,0,2019-10-16,DESPIDO,DESEADO,502,502,1
2020-12-31,41,62,9,1520,SOLTERO,M,2000-05-15,21,2018-10-18,2018-10-18,84240,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,1,437495,0,2019-10-16,FIN_CONTRATO,NO_APLICA,363,363,1
2020-12-31,41,52,9,1520,SOLTERO,M,1999-10-17,22,2018-10-18,2018-10-18,84240,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,1,437495,0,2019-10-16,FIN_CONTRATO,NO_APLICA,363,363,1
2020-12-31,21,1895,4,1504,SOLTERO,M,1984-08-14,37,2018-05-07,2018-05-07,83894,ADMINISTRATIVO,3,16,ADMINISTRATIVO,110120,TERMINO_INDEFINIDO,1,0,0,6443300,6443300,1,229900,0,2019-10-18,RENUNCIA,NO_DESEADO,529,529,1
2020-12-31,41,1708,9,1520,DIVORCIADO,M,1964-09-06,57,1998-02-03,1998-02-03,84160,ADMINISTRATIVO,5,13,ADMINISTRATIVO,220132,TERMINO_INDEFINIDO,1,0,0,2465100,2465100,1,222200,0,2019-10-18,DESPIDO,DESEADO,7927,7927,1
2020-12-31,41,2032,5,1522,CASADO,M,1984-08-23,37,2017-06-20,2017-06-20,84134,ADMINISTRATIVO,3,17,ADMINISTRATIVO,110312,INTEGRAL,1,0,0,12500000,12500000,1,2430200,0,2019-10-20,RENUNCIA,NO_DESEADO,852,852,1
2020-12-31,21,1295,5,1502,UNION_LIBRE,F,1984-09-15,37,2018-08-17,2018-08-17,84473,ADMINISTRATIVO,4,15,ADMINISTRATIVO,110128,TERMINO_INDEFINIDO,1,0,0,6237600,6237600,1,222600,0,2019-10-25,RENUNCIA,NO_DESEADO,434,434,1
2020-12-31,41,902,9,1520,SOLTERO,F,1991-02-03,30,2012-10-16,2012-10-16,84142,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110205,TERMINO_INDEFINIDO,1,0,0,1921400,1921400,1,778500,0,2019-11-01,DESPIDO,DESEADO,2572,2572,1
2020-12-31,41,1134,9,1520,CASADO,M,1956-07-31,65,1996-05-21,1996-05-21,84142,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110500,TERMINO_INDEFINIDO,1,0,0,1977500,1977500,1,178200,0,2019-11-08,PENSIONADO,NO_APLICA,8571,8571,1
2020-12-31,21,819,5,1502,SOLTERO,M,1991-09-05,30,2017-01-12,2017-01-12,83942,ESTRATEGICO,4,14,COMERCIAL,320314,TERMINO_INDEFINIDO,1,1063975,20,4255900,5319875,1,290375,0,2019-11-09,RENUNCIA,NO_DESEADO,1031,1031,1
2020-12-31,21,6,4,1504,SOLTERO,F,2000-09-07,21,2019-05-13,2019-05-13,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,0,0,0,2019-11-12,FIN_CONTRATO,NO_APLICA,183,183,1
2020-12-31,21,1850,4,1504,SOLTERO,M,1980-05-10,41,2018-08-01,2018-08-01,84011,ADMINISTRATIVO,4,15,ADMINISTRATIVO,110113,TERMINO_INDEFINIDO,1,0,0,4856500,4856500,1,172400,0,2019-11-15,RENUNCIA,NO_DESEADO,471,471,1
2020-12-31,21,480,4,1504,SOLTERO,M,1994-08-24,27,2018-11-01,2018-11-01,83925,ADMINISTRATIVO,6,9,ADMINISTRATIVO,310110,TERMINO_INDEFINIDO,1,0,0,1199500,1199500,1,42800,0,2019-11-15,DESPIDO,DESEADO,379,379,1
2020-12-31,21,1911,12,1507,UNION_LIBRE,M,1984-12-30,36,2009-06-01,2009-06-01,84595,ADMINISTRATIVO,4,14,ADMINISTRATIVO,110204,TERMINO_INDEFINIDO,1,0,0,3450000,3450000,1,574000,0,2019-11-15,RENUNCIA,NO_DESEADO,3819,3819,1
2020-12-31,21,1565,15,1509,CASADO,M,1982-09-25,39,2017-05-08,2017-05-08,83852,ESTRATEGICO,4,14,COMERCIAL,320333,TERMINO_INDEFINIDO,1,1424000,40,2136000,3560000,1,194300,0,2019-11-15,DESPIDO,DESEADO,921,921,1
2020-12-31,41,904,9,1520,UNION_LIBRE,F,1997-01-25,24,2019-05-16,2019-05-16,84240,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,0,0,0,2019-11-16,FIN_CONTRATO,NO_APLICA,184,184,1
2020-12-31,41,56,9,1520,SOLTERO,F,2000-11-27,20,2019-05-16,2019-05-16,84240,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,0,0,0,2019-11-16,FIN_CONTRATO,NO_APLICA,184,184,1
2020-12-31,21,545,4,1504,UNION_LIBRE,F,1988-06-16,33,2017-12-18,2017-12-18,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,1656232,1656232,1,180798,0,2019-11-17,FIN_CONTRATO,DESEADO,699,699,1
2020-12-31,21,1290,5,1502,CASADO,M,1954-04-26,67,2018-12-19,2018-12-19,84521,ADMINISTRATIVO,2,20,ADMINISTRATIVO,110501,INTEGRAL,1,0,0,30837300,30837300,1,1237300,0,2019-11-20,RENUNCIA,NO_DESEADO,336,336,1
2020-12-31,21,553,5,1502,SOLTERO,M,1992-01-21,29,2018-10-16,2018-10-16,84469,ADMINISTRATIVO,4,14,ADMINISTRATIVO,110108,TERMINO_INDEFINIDO,1,0,0,3629500,3629500,1,129500,0,2019-11-24,RENUNCIA,NO_DESEADO,404,404,1
2020-12-31,21,130,4,1504,SOLTERO,M,1998-03-16,23,2016-12-06,2016-12-06,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,2019-11-26,RENUNCIA,NO_DESEADO,1085,1085,1
2019-10-31,21,1438,5,1502,CASADO,F,1979-11-08,41,2019-10-09,2019-10-09,84286,ADMINISTRATIVO,2,18,ADMINISTRATIVO,310108,INTEGRAL,1,0,0,15000000,15000000,0,0,0,2019-11-27,RENUNCIA,NO_DESEADO,49,49,1
2020-12-31,21,597,4,1504,SOLTERO,M,1998-09-01,23,2017-04-05,2017-04-05,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,2019-11-27,RENUNCIA,NO_DESEADO,966,966,1
2020-12-31,21,716,5,1502,UNION_LIBRE,F,1987-05-19,34,2019-05-02,2019-05-02,84571,ADMINISTRATIVO,5,13,COMERCIAL,320157,TERMINO_INDEFINIDO,1,1600000,40,2400000,4000000,1,1600000,0,2019-11-28,RENUNCIA,DESEADO,210,210,1
2020-12-31,21,1419,5,1502,SOLTERO,F,1976-07-06,45,2019-03-18,2019-03-18,84571,ADMINISTRATIVO,5,13,COMERCIAL,320157,TERMINO_INDEFINIDO,1,1600000,40,2400000,4000000,1,1600000,0,2019-11-28,RENUNCIA,DESEADO,255,255,1
2020-12-31,21,791,4,1504,SOLTERO,F,1989-06-03,32,2017-12-11,2017-12-11,84562,ADMINISTRATIVO,4,14,ADMINISTRATIVO,110125,TERMINO_INDEFINIDO,1,0,0,4148000,4148000,1,1289300,0,2019-11-28,RENUNCIA,NO_DESEADO,717,717,1
2019-10-31,41,1150,9,1520,CASADO,M,1957-07-15,64,1990-07-16,1990-07-16,84169,ADMINISTRATIVO,4,15,ADMINISTRATIVO,110144,TERMINO_INDEFINIDO,1,0,0,7738200,7738200,1,697300,0,2019-11-30,PENSIONADO,NO_APLICA,10729,10729,1
2020-12-31,21,688,5,1502,SOLTERO,M,1994-06-02,27,2017-03-01,2017-03-01,84469,ADMINISTRATIVO,4,14,ADMINISTRATIVO,110108,TERMINO_INDEFINIDO,1,0,0,3629500,3629500,1,1029500,0,2019-12-01,RENUNCIA,NO_DESEADO,1005,1005,1
2020-12-31,21,593,5,1502,SOLTERO,M,1997-09-25,24,2019-05-20,2019-05-20,84119,ADMINISTRATIVO,5,13,ADMINISTRATIVO,310125,TERMINO_INDEFINIDO,1,0,0,2890000,2890000,0,0,0,2019-12-01,RENUNCIA,NO_DESEADO,195,195,1
2020-12-31,21,1075,5,1502,SOLTERO,F,1995-07-06,26,2019-03-05,2019-03-05,84558,ADMINISTRATIVO,5,12,ADMINISTRATIVO,110309,TERMINO_INDEFINIDO,1,0,0,2300000,2300000,0,0,0,2019-12-04,RENUNCIA,NO_DESEADO,274,274,1
2020-12-31,21,1781,4,1504,CASADO,M,1974-10-17,47,2019-08-05,2019-08-05,83927,ADMINISTRATIVO,4,15,ADMINISTRATIVO,110202,TERMINO_FIJO,1,0,0,5000000,5000000,0,0,0,2019-12-04,DESPIDO,DESEADO,121,121,1
2020-12-31,21,682,4,1504,UNION_LIBRE,M,1986-12-03,34,2018-10-01,2018-10-01,83971,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110210,TERMINO_INDEFINIDO,1,0,0,2098000,2098000,1,607400,0,2019-12-05,DESPIDO,DESEADO,430,430,1
2020-12-31,21,266,18,1503,SOLTERO,F,1993-03-31,28,2018-12-10,2018-12-10,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,1,46874,0,2019-12-09,FIN_CONTRATO,NO_APLICA,364,364,1
2020-12-31,21,774,4,1504,UNION_LIBRE,F,1997-08-28,24,2018-12-10,2018-12-10,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,1,46874,0,2019-12-09,FIN_CONTRATO,NO_APLICA,364,364,1
2020-12-31,21,748,4,1504,UNION_LIBRE,F,1994-07-22,27,2018-10-08,2018-10-08,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,1,437495,0,2019-12-09,FIN_CONTRATO,NO_APLICA,427,427,1
2020-12-31,21,459,4,1504,UNION_LIBRE,F,1996-05-31,25,2018-11-16,2018-11-16,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,1,437495,0,2019-12-09,FIN_CONTRATO,NO_APLICA,388,388,1
2020-12-31,21,131,4,1504,SOLTERO,F,1998-06-10,23,2018-11-16,2018-11-16,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,1,437495,0,2019-12-09,FIN_CONTRATO,NO_APLICA,388,388,1
2020-12-31,21,543,5,1502,CASADO,M,1988-02-19,33,2019-02-18,2019-02-18,84498,ADMINISTRATIVO,5,11,ADMINISTRATIVO,320402,TERMINO_INDEFINIDO,1,1700000,40,2550000,4250000,0,0,0,2019-12-10,DESPIDO,DESEADO,295,295,1
2020-12-31,21,779,5,1502,SOLTERO,F,1997-12-30,23,2019-06-11,2019-06-11,84049,APRENDICES,7,7,ADMINISTRATIVO,110147,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2019-12-10,FIN_CONTRATO,NO_APLICA,182,182,1
2020-12-31,21,1366,18,1503,SOLTERO,F,1976-10-19,45,2018-03-20,2018-03-20,84452,ADMINISTRATIVO,4,14,ADMINISTRATIVO,310161,TERMINO_INDEFINIDO,1,0,0,4666500,4666500,1,166500,0,2019-12-10,RENUNCIA,DESEADO,630,630,1
2019-11-30,21,283,5,1502,SOLTERO,F,1997-08-18,24,2018-12-12,2018-12-12,84049,APRENDICES,7,7,ADMINISTRATIVO,310125,APRENDIZ,1,0,0,1656232,1656232,1,93748,0,2019-12-11,FIN_CONTRATO,NO_APLICA,364,364,1
2019-11-30,21,850,4,1504,UNION_LIBRE,F,1994-03-04,27,2019-10-01,2019-10-01,84337,ADMINISTRATIVO,5,13,ADMINISTRATIVO,110124,TERMINO_INDEFINIDO,1,0,0,2440000,2440000,0,0,0,2019-12-13,RENUNCIA,NO_DESEADO,73,73,1
2020-12-31,21,3,4,1504,SOLTERO,F,2001-04-09,20,2019-06-17,2019-06-17,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,0,0,0,2019-12-16,FIN_CONTRATO,NO_APLICA,182,182,1
2020-12-31,21,673,4,1504,SOLTERO,M,1999-11-25,21,2019-06-17,2019-06-17,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,0,0,0,2019-12-16,FIN_CONTRATO,NO_APLICA,182,182,1
2020-12-31,21,1036,2,1500,SOLTERO,F,1997-01-20,24,2019-06-18,2019-06-18,84049,APRENDICES,7,7,ADMINISTRATIVO,150109,APRENDIZ,1,0,0,1656422,1656422,0,0,0,2019-12-17,FIN_CONTRATO,NO_APLICA,182,182,1
2020-12-31,21,566,5,1502,SOLTERO,F,1999-01-09,22,2019-06-18,2019-06-18,84049,APRENDICES,7,7,ADMINISTRATIVO,310129,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2019-12-17,FIN_CONTRATO,NO_APLICA,182,182,1
2020-12-31,21,1918,4,1504,CASADO,M,1978-06-15,43,2006-02-01,2006-02-01,83805,OPERATIVO,6,10,ADMINISTRATIVO,220144,TERMINO_INDEFINIDO,1,0,0,2305200,2305200,1,184400,0,2019-12-17,DESPIDO,DESEADO,5067,5067,1
2020-12-31,21,512,4,1504,SOLTERO,M,1994-08-28,27,2018-03-01,2018-03-01,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,88700,0,2019-12-17,DESPIDO,DESEADO,656,656,1
2020-12-31,21,833,4,1504,SOLTERO,F,1996-11-27,24,2018-10-01,2018-10-01,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,88700,0,2019-12-17,DESPIDO,DESEADO,442,442,1
2020-12-31,41,1344,9,1520,SOLTERO,F,1962-06-26,59,1994-07-19,1994-07-19,84210,ADMINISTRATIVO,5,11,ADMINISTRATIVO,310170,TERMINO_INDEFINIDO,1,0,0,2220000,2220000,1,190900,0,2019-12-18,PENSIONADO,NO_APLICA,9283,9283,1
2020-12-31,21,1262,4,1504,CASADO,M,1957-09-04,64,1981-06-04,1981-06-04,83866,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110131,TERMINO_INDEFINIDO,1,0,0,2298700,2298700,1,125500,0,2019-12-30,PENSIONADO,NO_APLICA,14088,14088,1
2020-12-31,21,1263,4,1504,CASADO,M,1957-09-22,64,1980-02-28,1980-02-28,83807,OPERATIVO,6,9,ADMINISTRATIVO,220144,TRADICIONAL_NOMINAL,1,0,0,1895478,1895478,1,151720,1,2019-12-30,PENSIONADO,NO_APLICA,14550,14550,1
2020-12-31,21,452,4,1504,UNION_LIBRE,F,1995-01-04,26,2019-04-22,2019-04-22,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,1,414058,0,2019-12-30,FIN_CONTRATO,NO_APLICA,252,252,1
2020-12-31,21,650,2,1500,CASADO,M,1989-04-03,32,2015-01-22,2015-01-22,84491,OPERATIVO,5,11,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,1810000,1810000,1,197800,0,2020-01-29,DESPIDO,DESEADO,1833,1833,1
2020-12-31,21,1638,2,1500,CASADO,M,1984-09-25,37,2015-03-02,2015-03-02,84477,OPERATIVO,6,9,ADMINISTRATIVO,250140,TERMINO_INDEFINIDO,1,0,0,1103400,1103400,1,88300,0,2020-01-08,DESPIDO,DESEADO,1773,1773,1
2020-12-31,21,1281,2,1500,VIUDO,F,1923-04-19,98,2016-01-01,2016-01-01,83800,ADMINISTRATIVO,0,0,ADMINISTRATIVO,150208,JUBILADO,1,0,0,529239,529239,1,36465,0,2020-01-21,FALLECIMIENTO,NO_APLICA,1481,1481,1
2020-12-31,21,972,2,1500,UNION_LIBRE,M,1986-08-21,35,2010-11-03,2010-11-03,83971,ADMINISTRATIVO,5,11,ADMINISTRATIVO,110260,TERMINO_INDEFINIDO,1,0,0,1862500,1862500,1,149000,0,2020-01-08,DESPIDO,DESEADO,3353,3353,1
2020-12-31,21,973,2,1500,SOLTERO,M,1986-10-11,35,2014-07-21,2014-07-21,83813,OPERATIVO,6,9,ADMINISTRATIVO,110260,TERMINO_INDEFINIDO,1,0,0,1318900,1318900,1,105500,0,2020-01-08,DESPIDO,DESEADO,1997,1997,1
2020-12-31,21,1062,2,1500,SOLTERO,M,1996-12-25,24,2019-07-16,2019-07-16,84049,APRENDICES,7,7,ADMINISTRATIVO,250168,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2020-01-15,FIN_CONTRATO,NO_APLICA,183,183,1
2020-12-31,21,1030,2,1500,UNION_LIBRE,F,1990-05-09,31,2019-08-01,2019-08-01,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,0,0,0,2020-01-31,FIN_CONTRATO,NO_APLICA,183,183,1
2020-12-31,21,61,2,1500,SOLTERO,F,2000-07-25,21,2019-08-01,2019-08-01,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,0,0,0,2020-01-31,FIN_CONTRATO,NO_APLICA,183,183,1
2020-12-31,21,324,5,1502,SOLTERO,M,1994-05-23,27,2018-07-16,2018-07-16,84642,ADMINISTRATIVO,4,14,ADMINISTRATIVO,110138,TERMINO_INDEFINIDO,1,0,0,3900000,3900000,1,400000,0,2020-01-10,RENUNCIA,NO_DESEADO,543,543,1
2020-12-31,21,332,5,1502,SOLTERO,M,1995-07-21,26,2019-01-16,2019-01-16,84049,APRENDICES,7,7,ADMINISTRATIVO,310130,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2020-01-15,FIN_CONTRATO,NO_APLICA,364,364,1
2020-12-31,21,338,5,1502,SOLTERO,M,1996-03-16,25,2019-01-28,2019-01-28,84049,APRENDICES,7,7,ADMINISTRATIVO,310109,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2020-01-27,FIN_CONTRATO,NO_APLICA,364,364,1
2020-12-31,21,1821,5,1502,CASADO,M,1981-10-16,40,2019-07-02,2019-07-02,84430,ADMINISTRATIVO,2,19,ADMINISTRATIVO,310157,INTEGRAL,1,0,0,17200000,17200000,0,0,0,2020-01-15,RENUNCIA,DESEADO,197,197,1
2020-12-31,21,169,5,1502,SOLTERO,M,1994-11-06,26,2019-07-05,2019-07-05,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,828116,828116,0,0,0,2020-01-04,FIN_CONTRATO,NO_APLICA,183,183,1
2020-12-31,21,377,5,1502,SOLTERO,F,1999-02-19,22,2019-01-02,2019-01-02,84049,APRENDICES,7,7,ADMINISTRATIVO,110145,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2020-01-01,FIN_CONTRATO,NO_APLICA,364,364,1
2020-12-31,21,742,5,1502,SOLTERO,M,1994-07-12,27,2019-01-08,2019-01-08,84049,APRENDICES,7,7,ADMINISTRATIVO,310118,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2020-01-07,FIN_CONTRATO,NO_APLICA,364,364,1
2020-12-31,21,1069,5,1502,SOLTERO,F,1995-09-20,26,2019-07-15,2019-07-15,84633,ADMINISTRATIVO,6,10,ADMINISTRATIVO,310118,TERMINO_FIJO,1,0,0,1800500,1800500,1,144268,0,2020-01-14,RENUNCIA,DESEADO,183,183,1
2020-12-31,21,336,5,1502,SOLTERO,F,1995-12-05,25,2019-07-17,2019-07-17,84049,APRENDICES,7,7,ADMINISTRATIVO,310111,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2020-01-16,FIN_CONTRATO,NO_APLICA,183,183,1
2020-12-31,21,864,5,1502,SOLTERO,F,1987-02-21,34,2019-09-09,2019-09-09,84022,ADMINISTRATIVO,3,16,ADMINISTRATIVO,310125,TERMINO_INDEFINIDO,1,0,0,6500000,6500000,0,0,0,2020-01-27,RENUNCIA,NO_DESEADO,140,140,1
2020-12-31,21,150,4,1504,SOLTERO,M,1993-05-18,28,2015-01-05,2015-01-05,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,2020-01-31,RENUNCIA,NO_DESEADO,1852,1852,1
2020-12-31,21,352,4,1504,CASADO,F,1986-06-02,35,2016-12-05,2016-12-05,84053,ADMINISTRATIVO,5,12,ADMINISTRATIVO,110401,TERMINO_INDEFINIDO,1,0,0,2610000,2610000,1,142500,0,2020-01-31,RENUNCIA,NO_DESEADO,1152,1152,1
2020-12-31,21,416,4,1504,CASADO,M,1989-10-09,32,2015-08-03,2015-08-03,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,137200,0,2020-01-30,RENUNCIA,NO_DESEADO,1641,1641,1
2020-12-31,21,1823,4,1504,SOLTERO,M,1980-04-15,41,2018-06-01,2018-06-01,83799,OPERATIVO,6,9,ADMINISTRATIVO,220144,TERMINO_FIJO,1,0,0,1140000,1140000,1,88700,0,2020-01-30,DESPIDO,DESEADO,608,608,1
2020-12-31,21,181,4,1504,SOLTERO,F,1993-09-04,28,2017-08-09,2017-08-09,84337,ADMINISTRATIVO,5,13,ADMINISTRATIVO,110124,TERMINO_INDEFINIDO,1,0,0,2440000,2440000,1,398800,0,2020-01-24,RENUNCIA,DESEADO,898,898,1
2020-12-31,21,285,4,1504,SOLTERO,F,1997-11-05,23,2019-07-10,2019-07-10,84049,APRENDICES,7,7,ADMINISTRATIVO,110109,APRENDIZ,1,0,0,1656232,1656232,0,0,0,2020-01-09,FIN_CONTRATO,NO_APLICA,183,183,1
